Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.00418073480569239,1.97542028309751E-05,0.0166947584700169,0,0,0,4.74655621241113,0.00384817967874738,-3.77803105397745E-06,0.000170614090606966,0.00499115256258607,6.51253420197333E-06,0.00368599412915382,0,0,0,0,0,0,package://hopper_rev10/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://hopper_rev10/meshes/base_link.STL,,BASE ASSY REV10-1,origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Link 0,0.00533298750981774,0.0313630772301346,0.000493209394940068,0,0,0,0.585807373885291,0.000227450651738696,1.53797540461376E-05,-8.48627409122145E-06,0.000542253205909838,1.08266324119426E-06,0.000337811683144688,0,0,0,0,0,0,package://hopper_rev10/meshes/Link 0.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://hopper_rev10/meshes/Link 0.STL,,LINK 0 ASSY REV09-1,origin_joint0,Axis0-2,Joint 0,revolute,0,0,0,0,0.523598775598294,0,base_link,0,-1,0,0,0,-3.14,3.14,,,,,,,,
Link 1,0.13539209115605,0.00693719848430879,5.37951665158243E-09,0,0,0,0.0809765946737082,3.67055430414587E-06,1.75781402022514E-12,-8.38012013331757E-13,0.000575385419066408,-1.84543378097518E-12,0.000572662360554517,0,0,0,0,0,0,package://hopper_rev10/meshes/Link 1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://hopper_rev10/meshes/Link 1.STL,,LINK 1 ASSY REV09-1,origin_joint1,Axis1,Joint 1,revolute,0.0999999999999999,0,0,3.14159265358979,1.0471975511966,3.14159265358979,Link 0,0,-1,0,0,0,-0.7597,1.8295,,,,,,,,
Link 2,0.0385293506057188,-0.0274403245603329,-7.28006543602791E-05,0,0,0,0.734902377684507,0.000249183690679803,-3.6482173551612E-06,5.99874903328178E-05,0.00272626632220472,7.05852172253244E-09,0.0025027134961882,0,0,0,0,0,0,package://hopper_rev10/meshes/Link 2.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://hopper_rev10/meshes/Link 2.STL,,LINK 2 ASSY REV09-1,origin_joint2,Axis0-2,Joint 2,revolute,0,0,0,3.14159265358979,0.523598775598307,3.14159265358979,base_link,0,-1,0,0,0,-3.14,3.14,,,,,,,,
Link 3,0.125790519058872,8.30702454964866E-06,-0.0172727967261267,0,0,0,0.155003240845989,0.000133829959920236,1.64589026469064E-06,1.71252935488417E-05,0.000401608454807521,7.44886185264235E-08,0.000510583013209461,0,0,0,0,0,0,package://hopper_rev10/meshes/Link 3.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://hopper_rev10/meshes/Link 3.STL,,LINK 3 ASSY REV09-1,origin_joint3,Axis3,Joint 3,revolute,0.27,0,0,-3.14159265358979,-1.0471975511966,3.14159265358979,Link 2,0,-1,0,0,0,-1.8295,0.7597,,,,,,,,
rw0,-0.0112089109898321,3.32852800877248E-10,1.96059004119169E-09,0,0,0,0.782030273721286,0.00650606752550228,-1.48647131929802E-12,3.14929314168687E-12,0.00327830021020953,-2.52228157608994E-11,0.00327830030688908,0,0,0,0,0,0,package://hopper_rev10/meshes/rw0.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://hopper_rev10/meshes/rw0.STL,,RW0 ASSY REV10-1,Origin_joint_rw0,Axis_rw0,joint_rw0,continuous,0.056569,-0.1372,0,0,0,-0.7854,base_link,-1,0,0,,,,,,,,,,,,
rw1,-0.0112089109884331,3.25952910495975E-10,1.94954457698549E-09,0,0,0,0.78203027385753,0.00650606752666634,-1.46849297045365E-12,3.18349661661483E-12,0.00327830021088511,-2.55083136067597E-11,0.00327830030737773,0,0,0,0,0,0,package://hopper_rev10/meshes/rw1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://hopper_rev10/meshes/rw1.STL,,RW1 ASSY REV10-1,Origin_joint_rw1,Axis_rw1,joint_rw1,continuous,0.056569,0.1372,0,0,0,0.7854,base_link,-1,0,0,,,,,,,,,,,,
rwz,-0.0085978961747486,1.39122333027781E-09,-1.07114626890503E-09,0,0,0,0.329527985190625,0.000788032746166235,-3.22938025750919E-13,9.51697818180561E-13,0.00039873558860043,2.16854596668185E-13,0.000398735588352925,0,0,0,0,0,0,package://hopper_rev10/meshes/rwz.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://hopper_rev10/meshes/rwz.STL,,RWZ ASSY REV08-1,Origin_joint_rwz,Axis_rwz,joint_rwz,continuous,-0.076,0,0.086,3.1416,-1.5708,0,base_link,-1,0,0,,,,,,,,,,,,
